2018.09.16.12.14.11, PEER_DISCOVERED, 9674209819, 192.168.43.197
2018.09.16.12.14.15, SUMMARY_VECTOR_RECEIVED, 4740
2018.09.16.12.14.20, CHECKING OLD LOG FILES IF ANY
2018.09.16.12.14.20, SUMMARY_VECTOR_RECEIVED, 4736
