2018.09.15.19.04.06, PEER_DISCOVERED, 8100000004, 192.168.43.197
2018.09.15.19.04.14, SUMMARY_VECTOR_RECEIVED, 8670
2018.09.15.19.04.19, CHECKING OLD LOG FILES IF ANY
2018.09.15.19.04.19, DEBUG Controller MISSING FILE START DOWNLOAD pri_manager.bgp -1.0
2018.09.15.19.04.19, DEBUG Controller MISSING FILE START DOWNLOAD pub_8100000004.bgp -1.0
2018.09.15.19.04.19, DEBUG Controller MISSING FILE START DOWNLOAD pub_manager.bgp -1.0
2018.09.15.19.04.19, DEBUG Controller MISSING FILE START DOWNLOAD pri_volunteer.bgp -1.0
2018.09.15.19.04.19, DEBUG Controller MISSING FILE START DOWNLOAD pri_user.bgp -1.0
2018.09.15.19.04.19, SUMMARY_VECTOR_RECEIVED, 8670
2018.09.15.19.04.19, START_FILE_DOWNLOAD, 8515fc2dc7c06bafadc868b3bdf2db47, pub_8100000004.bgp, 0, 313.0, 8100000004
2018.09.15.19.04.19, STOP_FILE_DOWNLOAD, 8515fc2dc7c06bafadc868b3bdf2db47, pub_8100000004.bgp, 313, 313.0, 8100000004
2018.09.15.19.04.19, START_FILE_DOWNLOAD, 5e9b91a4ebf791555e3189ae2e13aaf8, pri_manager.bgp, 0, 680.0, 8100000004
2018.09.15.19.04.19, STOP_FILE_DOWNLOAD, 5e9b91a4ebf791555e3189ae2e13aaf8, pri_manager.bgp, 680, 680.0, 8100000004
2018.09.15.19.04.19, START_FILE_DOWNLOAD, 96966f90c022b52d8d87c187cba6d52e, pri_user.bgp, 0, 683.0, 8100000004
2018.09.15.19.04.19, START_FILE_DOWNLOAD, 137fc3f09728b73f1e32574f11578, pri_volunteer.bgp, 0, 682.0, 8100000004
2018.09.15.19.04.19, START_FILE_DOWNLOAD, 30afd89a96cbba217ddc4fbc7e70d817, pub_manager.bgp, 0, 310.0, 8100000004
2018.09.15.19.04.19, STOP_FILE_DOWNLOAD, 30afd89a96cbba217ddc4fbc7e70d817, pub_manager.bgp, 310, 310.0, 8100000004
2018.09.15.19.04.19, STOP_FILE_DOWNLOAD, 96966f90c022b52d8d87c187cba6d52e, pri_user.bgp, 683, 683.0, 8100000004
2018.09.15.19.04.19, STOP_FILE_DOWNLOAD, 137fc3f09728b73f1e32574f11578, pri_volunteer.bgp, 682, 682.0, 8100000004
2018.09.15.19.04.24, CHECKING OLD LOG FILES IF ANY
2018.09.15.19.04.24, DEBUG Controller MISSING FILE START DOWNLOAD pub_volunteer.bgp -1.0
2018.09.15.19.04.24, DEBUG Controller MISSING FILE START DOWNLOAD pub_user.bgp -1.0
2018.09.15.19.04.24, DEBUG Controller MISSING FILE START DOWNLOAD 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50.bgp -1.0
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 035489be7e075265b1032bd58754f, pub_user.bgp, 0, 313.0, 8100000004
2018.09.15.19.04.24, START_FILE_DOWNLOAD, a0d12ea50d2b8c3738c919e58324, pub_volunteer.bgp, 0, 312.0, 8100000004
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 8bcf7da2e38b4c7609587368f6854a, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_2ba1beb609fa1138.jpeg, 0, 197494.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, b2dffa293796d47014e084d1cd1c69, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_c778e86f7aee2026.png, 0, 90610.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 8441b2744c5eb249aaf29e87492ff79, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_7.diff, 0, 1118.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, a0d12ea50d2b8c3738c919e58324, pub_volunteer.bgp, 312, 312.0, 8100000004
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 035489be7e075265b1032bd58754f, pub_user.bgp, 313, 313.0, 8100000004
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 2c17b71f17e02fb3375c44b852b89a1f, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_3.diff, 0, 372.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 8441b2744c5eb249aaf29e87492ff79, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_7.diff, 1118, 1118.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 3026b8b1e07e1c75cc7d689cf98e33de, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_2da7fec904c71ecc.jpeg, 0, 182852.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 8cd0de28862df0943ea25ec182aae, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_1.diff, 0, 219.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 52a473592f62e25192a3cb4ad6a2784f, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50.bgp, 0, 810.0, 8100000004
2018.09.15.19.04.24, START_FILE_DOWNLOAD, daad979dfa1ef9218f9715663870c815, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_4.diff, 0, 724.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 8cd0de28862df0943ea25ec182aae, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_1.diff, 219, 219.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 2c17b71f17e02fb3375c44b852b89a1f, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_3.diff, 372, 372.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, daad979dfa1ef9218f9715663870c815, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_4.diff, 724, 724.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 52a473592f62e25192a3cb4ad6a2784f, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50.bgp, 810, 810.0, 8100000004
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 55f91b27d81996b7f5057ae589484a9, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_2.diff, 0, 307.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, a9395560985a78f62ebf41357785251e, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_7b0d999a3fe16fec.png, 0, 108346.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 3c7631c48f9d52653c9212dc95e9a4, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_6.diff, 0, 954.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 66336b8aa538c7177a36046ba0d2, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_a1d964d1afecf06b.jpeg, 0, 171841.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 55f91b27d81996b7f5057ae589484a9, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_2.diff, 307, 307.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 3c7631c48f9d52653c9212dc95e9a4, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_6.diff, 954, 954.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, b2dffa293796d47014e084d1cd1c69, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_c778e86f7aee2026.png, 90610, 90610.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, 5e68a0d2caca52959945f85ebe4aeac, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_5.diff, 0, 771.0, 192.168.43.197
2018.09.15.19.04.24, START_FILE_DOWNLOAD, f271531d9344b5c0872518ee9993afc8, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_35daaa31d2425805.png, 0, 127703.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 3026b8b1e07e1c75cc7d689cf98e33de, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_2da7fec904c71ecc.jpeg, 182852, 182852.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, a9395560985a78f62ebf41357785251e, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_7b0d999a3fe16fec.png, 108346, 108346.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 5e68a0d2caca52959945f85ebe4aeac, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_5.diff, 771, 771.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 8bcf7da2e38b4c7609587368f6854a, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_2ba1beb609fa1138.jpeg, 197494, 197494.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, f271531d9344b5c0872518ee9993afc8, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_35daaa31d2425805.png, 127703, 127703.0, 192.168.43.197
2018.09.15.19.04.24, STOP_FILE_DOWNLOAD, 66336b8aa538c7177a36046ba0d2, 4c5c6cc70d633b426416fe1160519cd5_v8100000004_volunteer_50_a1d964d1afecf06b.jpeg, 171841, 171841.0, 192.168.43.197
2018.09.15.19.04.39, SUMMARY_VECTOR_RECEIVED, 8670
2018.09.15.19.04.44, CHECKING OLD LOG FILES IF ANY
2018.09.15.19.04.44, DEBUG Controller MISSING FILE START DOWNLOAD MapDisarm_Log_8100000004_20180915175712.txt 9.999999999999998E13
2018.09.15.19.04.44, START_FILE_DOWNLOAD, 0d2bdb53b85e6249ccd345b4226edc, MapDisarm_Log_8100000004_20180915175712.txt, 0, 9581.0, 8100000004
2018.09.15.19.04.44, STOP_FILE_DOWNLOAD, 0d2bdb53b85e6249ccd345b4226edc, MapDisarm_Log_8100000004_20180915175712.txt, 9581, 9581.0, 8100000004
2018.09.15.19.04.49, KEEPING LOGMapDisarm_Log_8100000004_20180915175712.txt
2018.09.15.19.04.59, SUMMARY_VECTOR_RECEIVED, 8670
2018.09.15.19.05.00, PEER_DISCOVERED, 8100000003, 192.168.43.246
2018.09.15.19.05.04, SUMMARY_VECTOR_RECEIVED, 3839
2018.09.15.19.05.09, CHECKING OLD LOG FILES IF ANY
2018.09.15.19.05.09, DEBUG Controller MISSING FILE START DOWNLOAD pub_8100000003.bgp -1.0
2018.09.15.19.05.09, DEBUG Controller MISSING FILE START DOWNLOAD acf580584febe10c11d430e2fb2e066b_v8100000003_volunteer_50.bgp -1.0
2018.09.15.19.05.09, DEBUG Controller MISSING FILE START DOWNLOAD MapDisarm_Log_8100000003_20180915185429.txt 9.999999999999998E13
2018.09.15.19.05.09, START_FILE_DOWNLOAD, f4adb8338173c3d629b727741d449, pub_8100000003.bgp, 0, 313.0, 8100000003
2018.09.15.19.05.09, STOP_FILE_DOWNLOAD, f4adb8338173c3d629b727741d449, pub_8100000003.bgp, 313, 313.0, 8100000003
2018.09.15.19.05.09, START_FILE_DOWNLOAD, 2f143b554ec1e7fc377ef553401d4e, acf580584febe10c11d430e2fb2e066b_v8100000003_volunteer_50_ebc50d5e48efdca2.png, 0, 115448.0, 192.168.43.246
2018.09.15.19.05.09, START_FILE_DOWNLOAD, 55381d133b09dfba876252c8f5526e, acf580584febe10c11d430e2fb2e066b_v8100000003_volunteer_50.bgp, 0, 679.0, 8100000003
2018.09.15.19.05.09, START_FILE_DOWNLOAD, 6848c1b7d0e4f3e20aad32f797cc87d, acf580584febe10c11d430e2fb2e066b_v8100000003_volunteer_50_1.diff, 0, 171.0, 192.168.43.246
2018.09.15.19.05.09, STOP_FILE_DOWNLOAD, 55381d133b09dfba876252c8f5526e, acf580584febe10c11d430e2fb2e066b_v8100000003_volunteer_50.bgp, 679, 679.0, 8100000003
2018.09.15.19.05.09, STOP_FILE_DOWNLOAD, 6848c1b7d0e4f3e20aad32f797cc87d, acf580584febe10c11d430e2fb2e066b_v8100000003_volunteer_50_1.diff, 171, 171.0, 192.168.43.246
2018.09.15.19.05.09, STOP_FILE_DOWNLOAD, 2f143b554ec1e7fc377ef553401d4e, acf580584febe10c11d430e2fb2e066b_v8100000003_volunteer_50_ebc50d5e48efdca2.png, 115448, 115448.0, 192.168.43.246
2018.09.15.19.05.19, SUMMARY_VECTOR_RECEIVED, 3837
2018.09.15.19.05.19, SUMMARY_VECTOR_RECEIVED, 10634
2018.09.15.19.05.24, CHECKING OLD LOG FILES IF ANY
2018.09.15.19.05.24, DEBUG Controller MISSING FILE START DOWNLOAD MapDisarm_Log_8100000003_20180915190453.txt 9.999999999999998E13
2018.09.15.19.05.39, SUMMARY_VECTOR_RECEIVED, 3841
2018.09.15.19.05.39, SUMMARY_VECTOR_RECEIVED, 11005
2018.09.15.19.05.44, CHECKING OLD LOG FILES IF ANY
2018.09.15.19.05.44, DEBUG Controller MISSING FILE START DOWNLOAD MapDisarm_Log_8100000003_20180915190512.txt 9.999999999999998E13
2018.09.15.19.05.59, SUMMARY_VECTOR_RECEIVED, 3837
2018.09.15.19.05.59, SUMMARY_VECTOR_RECEIVED, 11380
2018.09.15.19.06.04, CHECKING OLD LOG FILES IF ANY
2018.09.15.19.06.04, DEBUG Controller MISSING FILE START DOWNLOAD MapDisarm_Log_8100000003_20180915190533.txt 9.999999999999998E13
