2018.09.16.12.36.57, PEER_DISCOVERED, 9674209819, 192.168.43.197
2018.09.16.12.37.00, SUMMARY_VECTOR_RECEIVED, 7796
2018.09.16.12.37.05, CHECKING OLD LOG FILES IF ANY
2018.09.16.12.37.05, DEBUG Controller MISSING FILE START DOWNLOAD pri_manager.bgp -1.0
2018.09.16.12.37.05, DEBUG Controller MISSING FILE START DOWNLOAD pub_manager.bgp -1.0
2018.09.16.12.37.05, DEBUG Controller MISSING FILE START DOWNLOAD pri_user.bgp -1.0
2018.09.16.12.37.05, DEBUG Controller MISSING FILE START DOWNLOAD pub_9674209819.bgp -1.0
2018.09.16.12.37.05, DEBUG Controller MISSING FILE START DOWNLOAD pub_volunteer.bgp -1.0
2018.09.16.12.37.05, START_FILE_DOWNLOAD, 5e9b91a4ebf791555e3189ae2e13aaf8, pri_manager.bgp, 0, 680.0, 9674209819
2018.09.16.12.37.05, STOP_FILE_DOWNLOAD, 5e9b91a4ebf791555e3189ae2e13aaf8, pri_manager.bgp, 680, 680.0, 9674209819
2018.09.16.12.37.05, START_FILE_DOWNLOAD, a0d12ea50d2b8c3738c919e58324, pub_volunteer.bgp, 0, 312.0, 9674209819
2018.09.16.12.37.05, STOP_FILE_DOWNLOAD, a0d12ea50d2b8c3738c919e58324, pub_volunteer.bgp, 312, 312.0, 9674209819
2018.09.16.12.37.05, START_FILE_DOWNLOAD, 30afd89a96cbba217ddc4fbc7e70d817, pub_manager.bgp, 0, 310.0, 9674209819
2018.09.16.12.37.05, START_FILE_DOWNLOAD, 96966f90c022b52d8d87c187cba6d52e, pri_user.bgp, 0, 683.0, 9674209819
2018.09.16.12.37.05, STOP_FILE_DOWNLOAD, 30afd89a96cbba217ddc4fbc7e70d817, pub_manager.bgp, 310, 310.0, 9674209819
2018.09.16.12.37.05, START_FILE_DOWNLOAD, e3ed5a9228fcb64e32e388c9e7aa9534, pub_9674209819.bgp, 0, 313.0, 9674209819
2018.09.16.12.37.05, STOP_FILE_DOWNLOAD, 96966f90c022b52d8d87c187cba6d52e, pri_user.bgp, 683, 683.0, 9674209819
2018.09.16.12.37.05, STOP_FILE_DOWNLOAD, e3ed5a9228fcb64e32e388c9e7aa9534, pub_9674209819.bgp, 313, 313.0, 9674209819
2018.09.16.12.37.10, SUMMARY_VECTOR_RECEIVED, 7796
2018.09.16.12.37.15, CHECKING OLD LOG FILES IF ANY
2018.09.16.12.37.15, DEBUG Controller MISSING FILE START DOWNLOAD pub_user.bgp -1.0
2018.09.16.12.37.15, DEBUG Controller MISSING FILE START DOWNLOAD pri_volunteer.bgp -1.0
2018.09.16.12.37.15, DEBUG Controller MISSING FILE START DOWNLOAD 2b1c2633266c5eb24f036209a3f01e86_v9674209819_volunteer_50.bgp -1.0
2018.09.16.12.37.15, START_FILE_DOWNLOAD, 137fc3f09728b73f1e32574f11578, pri_volunteer.bgp, 0, 682.0, 9674209819
2018.09.16.12.37.15, STOP_FILE_DOWNLOAD, 137fc3f09728b73f1e32574f11578, pri_volunteer.bgp, 682, 682.0, 9674209819
2018.09.16.12.37.15, START_FILE_DOWNLOAD, 6f3b7759cf551f5da92f2aba88787f8, 2b1c2633266c5eb24f036209a3f01e86_v9674209819_volunteer_50_3.diff, 0, 365.0, 192.168.43.197
2018.09.16.12.37.15, STOP_FILE_DOWNLOAD, 6f3b7759cf551f5da92f2aba88787f8, 2b1c2633266c5eb24f036209a3f01e86_v9674209819_volunteer_50_3.diff, 365, 365.0, 192.168.43.197
2018.09.16.12.37.15, START_FILE_DOWNLOAD, cdae23e90a68185f2f1b37762445d1, 2b1c2633266c5eb24f036209a3f01e86_v9674209819_volunteer_50_1e165dd12bb3935f.jpeg, 0, 170902.0, 192.168.43.197
