23.525087099075524,87.3188853263855
23.525342863766824,87.31905698776245
23.52556911673325,87.31921792030334
23.525805206370496,87.31935739517212
23.526110154858458,87.31953978538513
23.525805206370496,87.31935739517212
23.526091753812235,87.31946809151593
23.526358065996956,87.31964343184727
23.526091753812235,87.31946809151593
23.526419903728712,87.31957928571526
23.526837368733307,87.31967705747111
23.527081803358403,87.31960286324019
23.526837368733307,87.31967705747111
23.527310267851938,87.31958270072937
23.52772341897307,87.31976509094238
23.527310267851938,87.31958270072937
23.52772341897307,87.31972217559814
23.528175916331758,87.31971144676208
23.52851036990118,87.31985092163086
23.528933354080458,87.3200011253357
23.52923829531977,87.32015132904051
23.529543235852405,87.32021570205688
23.5299170329606,87.32037663459778
23.529543235852405,87.32021570205688
23.529966216711575,87.32037663459778
23.53036952277614,87.32051610946655
23.530812174350874,87.32073068618774
23.531284334389206,87.32080578804016
23.53160894343269,87.32102036476135
23.532110610379217,87.32114911079407
23.532405707689527,87.32134222984314
23.53290737159804,87.32146024703978
23.53326148614648,87.32166409492493
23.53373363739504,87.32156753540039
