Interval #,Start timestamp,End Timestamp,Total number of files,Data volume,Complete transfers,Completely downloaded files
1,2017-03-15 16:16:17,2017-03-15 16:45:00,0,0.0,0,[]
2,2017-03-15 16:45:00,2017-03-15 16:50:09,58,312.47315,58,"[' SMS_50_Health_9836062742_defaultMcs_23.555666_87.288194_20170228131936_1.txt', ' SMS_50_Health_9836062742_defaultMcs_23.554736_87.286945_20170228075149_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.554051_87.287158_20170228051911_1.jpg', ' IMG_50_Shelter_9836062742_defaultMcs_23.554982_87.286994_20170228052323_1.jpg', ' SMS_50_Victim_9474649114_defaultMcs_23.552423_87.286939_20170228192836_1.txt', ' VID_50_Food_9474649114_defaultMcs_23.552920_87.288988_20170228163103_1.mp4', ' IMG_50_Shelter_9836062742_defaultMcs_23.552971_87.287830_20170228192242_1.jpg', ' SMS_50_Victim_9474649114_defaultMcs_23.553848_87.286156_20170228184337_1.txt', ' VID_50_Food_9474649114_defaultMcs_23.555101_87.286136_20170228184350_1.mp4', ' IMG_50_Shelter_9474649114_defaultMcs_23.552603_87.286704_20170228192455_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.553441_87.288108_20170228192826_1.mp4', ' SMS_50_Victim_9836062742_defaultMcs_23.553818_87.287724_20170228192319_1.txt', ' IMG_50_Food_9836062742_defaultMcs_23.554143_87.289387_20170228193012_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.552919_87.286589_20170228191747_1.mp4', ' VID_50_Victim_9836062742_defaultMcs_23.553375_87.287788_20170228191306_1.mp4', ' SMS_50_Health_9836062742_defaultMcs_23.553340_87.289644_20170228185109_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.554756_87.287308_20170228192948_1.jpg', ' IMG_50_Health_9836062742_defaultMcs_23.553354_87.288843_20170228185149_1.jpg', ' IMG_50_Victim_9836062742_defaultMcs_23.554003_87.288992_20170228191022_1.jpg', ' VID_50_Food_9836062742_defaultMcs_23.555726_87.289525_20170228190342_1.mp4', ' SMS_50_Victim_9474649114_defaultMcs_23.554880_87.288671_20170228192309_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.554968_87.287469_20170228191801_1.txt', ' VID_50_Health_9474649114_defaultMcs_23.553123_87.286486_20170228190648_1.mp4', ' SMS_50_Health_9836062742_defaultMcs_23.554661_87.289676_20170228185331_1.txt', ' IMG_50_Food_9836062742_defaultMcs_23.554902_87.286954_20170228185637_1.jpg', ' VID_50_Victim_9836062742_defaultMcs_23.552847_87.287630_20170228183923_1.mp4', ' VID_50_Health_9836062742_defaultMcs_23.552652_87.289245_20170228184054_1.mp4', ' VID_50_Food_9474649114_defaultMcs_23.553641_87.286996_20170228185607_1.mp4', ' VID_50_Shelter_9474649114_defaultMcs_23.553803_87.286942_20170228190431_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.553435_87.289826_20170228190413_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.553770_87.288785_20170228185431_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.553030_87.288679_20170228185723_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.552933_87.286325_20170228181826_1.mp4', ' SMS_50_Health_9474649114_defaultMcs_23.554544_87.287253_20170228190942_1.txt', ' SMS_50_Shelter_9474649114_defaultMcs_23.555105_87.289221_20170228190417_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553877_87.287416_20170228185401_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.554126_87.287376_20170228183806_1.jpg', ' SMS_50_Health_9836062742_defaultMcs_23.553477_87.289223_20170228182027_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.555308_87.287215_20170228183939_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.553497_87.289339_20170228183107_1.txt', ' SMS_50_Health_9836062742_defaultMcs_23.555554_87.289103_20170228182714_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.555390_87.289207_20170228182528_1.jpg', ' VID_50_Shelter_9836062742_defaultMcs_23.554347_87.286775_20170228182802_1.mp4', ' VID_50_Victim_9836062742_defaultMcs_23.555099_87.287665_20170228182406_1.mp4', ' SMS_50_Victim_9836062742_defaultMcs_23.554568_87.289662_20170228181323_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.553849_87.288567_20170228180456_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.553617_87.289244_20170228180638_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.555053_87.287398_20170228182157_1.jpg', ' SMS_50_Food_9836062742_defaultMcs_23.552940_87.287657_20170228175919_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.554043_87.287013_20170228182205_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.554327_87.289667_20170228180148_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.553365_87.289247_20170228175837_1.jpg', ' IMG_50_Health_9836062742_defaultMcs_23.555345_87.289125_20170228181809_1.jpg', ' SMS_50_Victim_9836062742_defaultMcs_23.555710_87.288750_20170228173403_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.553967_87.286479_20170228180112_1.jpg', ' IMG_50_Shelter_9836062742_defaultMcs_23.556005_87.287763_20170228174852_1.jpg', ' VID_50_Health_9836062742_defaultMcs_23.555550_87.289841_20170228173721_1.mp4', ' VID_50_Health_9836062742_defaultMcs_23.553031_87.289042_20170228174422_1.mp4']"
3,2017-03-15 16:50:09,2017-03-15 16:55:10,119,608.875525,119,"[' SMS_50_Health_9836062742_defaultMcs_23.555666_87.288194_20170228131936_1.txt', ' SMS_50_Health_9836062742_defaultMcs_23.554736_87.286945_20170228075149_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.554051_87.287158_20170228051911_1.jpg', ' IMG_50_Shelter_9836062742_defaultMcs_23.554982_87.286994_20170228052323_1.jpg', ' SMS_50_Victim_9474649114_defaultMcs_23.552423_87.286939_20170228192836_1.txt', ' VID_50_Food_9474649114_defaultMcs_23.552920_87.288988_20170228163103_1.mp4', ' IMG_50_Shelter_9836062742_defaultMcs_23.552971_87.287830_20170228192242_1.jpg', ' SMS_50_Victim_9474649114_defaultMcs_23.553848_87.286156_20170228184337_1.txt', ' VID_50_Food_9474649114_defaultMcs_23.555101_87.286136_20170228184350_1.mp4', ' IMG_50_Shelter_9474649114_defaultMcs_23.552603_87.286704_20170228192455_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.553441_87.288108_20170228192826_1.mp4', ' SMS_50_Victim_9836062742_defaultMcs_23.553818_87.287724_20170228192319_1.txt', ' IMG_50_Food_9836062742_defaultMcs_23.554143_87.289387_20170228193012_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.552919_87.286589_20170228191747_1.mp4', ' VID_50_Victim_9836062742_defaultMcs_23.553375_87.287788_20170228191306_1.mp4', ' SMS_50_Health_9836062742_defaultMcs_23.553340_87.289644_20170228185109_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.554756_87.287308_20170228192948_1.jpg', ' IMG_50_Health_9836062742_defaultMcs_23.553354_87.288843_20170228185149_1.jpg', ' IMG_50_Victim_9836062742_defaultMcs_23.554003_87.288992_20170228191022_1.jpg', ' VID_50_Food_9836062742_defaultMcs_23.555726_87.289525_20170228190342_1.mp4', ' SMS_50_Victim_9474649114_defaultMcs_23.554880_87.288671_20170228192309_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.554968_87.287469_20170228191801_1.txt', ' VID_50_Health_9474649114_defaultMcs_23.553123_87.286486_20170228190648_1.mp4', ' SMS_50_Health_9836062742_defaultMcs_23.554661_87.289676_20170228185331_1.txt', ' IMG_50_Food_9836062742_defaultMcs_23.554902_87.286954_20170228185637_1.jpg', ' VID_50_Victim_9836062742_defaultMcs_23.552847_87.287630_20170228183923_1.mp4', ' VID_50_Health_9836062742_defaultMcs_23.552652_87.289245_20170228184054_1.mp4', ' VID_50_Food_9474649114_defaultMcs_23.553641_87.286996_20170228185607_1.mp4', ' VID_50_Shelter_9474649114_defaultMcs_23.553803_87.286942_20170228190431_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.553435_87.289826_20170228190413_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.553770_87.288785_20170228185431_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.553030_87.288679_20170228185723_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.552933_87.286325_20170228181826_1.mp4', ' SMS_50_Health_9474649114_defaultMcs_23.554544_87.287253_20170228190942_1.txt', ' SMS_50_Shelter_9474649114_defaultMcs_23.555105_87.289221_20170228190417_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553877_87.287416_20170228185401_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.554126_87.287376_20170228183806_1.jpg', ' SMS_50_Health_9836062742_defaultMcs_23.553477_87.289223_20170228182027_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.555308_87.287215_20170228183939_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.553497_87.289339_20170228183107_1.txt', ' SMS_50_Health_9836062742_defaultMcs_23.555554_87.289103_20170228182714_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.555390_87.289207_20170228182528_1.jpg', ' VID_50_Shelter_9836062742_defaultMcs_23.554347_87.286775_20170228182802_1.mp4', ' VID_50_Victim_9836062742_defaultMcs_23.555099_87.287665_20170228182406_1.mp4', ' SMS_50_Victim_9836062742_defaultMcs_23.554568_87.289662_20170228181323_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.553849_87.288567_20170228180456_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.553617_87.289244_20170228180638_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.555053_87.287398_20170228182157_1.jpg', ' SMS_50_Food_9836062742_defaultMcs_23.552940_87.287657_20170228175919_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.554043_87.287013_20170228182205_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.554327_87.289667_20170228180148_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.553365_87.289247_20170228175837_1.jpg', ' IMG_50_Health_9836062742_defaultMcs_23.555345_87.289125_20170228181809_1.jpg', ' SMS_50_Victim_9836062742_defaultMcs_23.555710_87.288750_20170228173403_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.553967_87.286479_20170228180112_1.jpg', ' IMG_50_Shelter_9836062742_defaultMcs_23.556005_87.287763_20170228174852_1.jpg', ' VID_50_Health_9836062742_defaultMcs_23.555550_87.289841_20170228173721_1.mp4', ' VID_50_Health_9836062742_defaultMcs_23.553031_87.289042_20170228174422_1.mp4', ' SMS_50_Health_9836062742_defaultMcs_23.554375_87.288588_20170228173719_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.554311_87.288149_20170228172519_1.txt', ' IMG_50_Victim_9836062742_defaultMcs_23.554871_87.286359_20170228162155_1.jpg', ' VID_50_Health_9836062742_defaultMcs_23.553885_87.287244_20170228172301_1.mp4', ' IMG_50_Shelter_9474649114_defaultMcs_23.555063_87.287753_20170228185645_1.jpg', ' IMG_50_Shelter_9474649114_defaultMcs_23.554498_87.287987_20170228185616_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.555502_87.287083_20170228185837_1.mp4', ' IMG_50_Shelter_9474649114_defaultMcs_23.554296_87.288409_20170228190039_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.553833_87.286999_20170228184433_1.mp4', ' IMG_50_Health_9474649114_defaultMcs_23.555002_87.287237_20170228185911_1.jpg', ' VID_50_Food_9474649114_defaultMcs_23.555993_87.289290_20170228185426_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.555111_87.287277_20170228185311_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.553111_87.286226_20170228175227_1.txt', ' IMG_50_Health_9474649114_defaultMcs_23.553297_87.287760_20170228183515_1.jpg', ' IMG_50_Victim_9474649114_defaultMcs_23.554572_87.288138_20170228185230_1.jpg', ' VID_50_Food_9474649114_defaultMcs_23.553091_87.288733_20170228182953_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.553479_87.288616_20170228181519_1.txt', ' SMS_50_Shelter_9474649114_defaultMcs_23.554627_87.287896_20170228183042_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.554671_87.287243_20170228183524_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.554464_87.288959_20170228183501_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.554730_87.289545_20170228183653_1.mp4', ' IMG_50_Food_9474649114_defaultMcs_23.553532_87.288380_20170228181249_1.jpg', ' IMG_50_Food_9474649114_defaultMcs_23.552637_87.286229_20170228173503_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.555716_87.287114_20170228182308_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.555151_87.287662_20170228182442_1.mp4', ' VID_50_Shelter_9474649114_defaultMcs_23.552619_87.289097_20170228181730_1.mp4', ' IMG_50_Food_9474649114_defaultMcs_23.554175_87.287869_20170228182133_1.jpg', ' IMG_50_Food_9474649114_defaultMcs_23.555497_87.287228_20170228181128_1.jpg', ' IMG_50_Victim_9474649114_defaultMcs_23.554502_87.289288_20170228182404_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.552607_87.288852_20170228175922_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.555669_87.289390_20170228181102_1.txt', ' SMS_50_Shelter_9474649114_defaultMcs_23.553426_87.288260_20170228175814_1.txt', ' SMS_50_Food_9474649114_defaultMcs_23.552924_87.286830_20170228175106_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.553123_87.288685_20170228170753_1.jpg', ' IMG_50_Victim_9836062742_defaultMcs_23.555020_87.287087_20170228171431_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.553164_87.288153_20170228175710_1.mp4', ' VID_50_Victim_9836062742_defaultMcs_23.553792_87.288933_20170228170857_1.mp4', ' SMS_50_Health_9474649114_defaultMcs_23.552755_87.286346_20170228171308_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553105_87.288396_20170228175548_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.554086_87.287295_20170228180554_1.jpg', ' IMG_50_Victim_9474649114_defaultMcs_23.553883_87.288688_20170228175624_1.jpg', ' SMS_50_Health_9474649114_defaultMcs_23.555137_87.289025_20170228180354_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553792_87.287979_20170228175257_1.txt', ' VID_50_Victim_9474649114_defaultMcs_23.554862_87.288561_20170228180629_1.mp4', ' SMS_50_Health_9474649114_defaultMcs_23.556036_87.287911_20170228180044_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553549_87.287923_20170228174608_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.554587_87.287386_20170228175229_1.jpg', ' IMG_50_Health_9474649114_defaultMcs_23.552935_87.288893_20170228174645_1.jpg', ' SMS_50_Health_9474649114_defaultMcs_23.552961_87.286444_20170228173531_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553409_87.286572_20170228172904_1.txt', ' SMS_50_Health_9474649114_defaultMcs_23.553944_87.286974_20170228174827_1.txt', ' IMG_50_Food_9474649114_defaultMcs_23.554875_87.286743_20170228173819_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.553568_87.286184_20170228165146_1.mp4', ' SMS_50_Victim_9474649114_defaultMcs_23.554154_87.289349_20170228173724_1.txt', ' SMS_50_Health_9474649114_defaultMcs_23.553638_87.289315_20170228171933_1.txt', ' IMG_50_Food_9474649114_defaultMcs_23.554397_87.288328_20170228172930_1.jpg', ' IMG_50_Health_9474649114_defaultMcs_23.553997_87.288026_20170228173400_1.jpg', ' SMS_50_Food_9836062742_defaultMcs_23.555551_87.286980_20170228170922_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.555106_87.287253_20170228172316_1.jpg', ' IMG_50_Food_9836062742_defaultMcs_23.554404_87.289285_20170228171045_1.jpg', ' VID_50_Shelter_9836062742_defaultMcs_23.555431_87.288857_20170228171815_1.mp4']"
4,2017-03-15 16:55:10,2017-03-15 17:00:20,119,608.875525,119,"[' SMS_50_Health_9836062742_defaultMcs_23.555666_87.288194_20170228131936_1.txt', ' SMS_50_Health_9836062742_defaultMcs_23.554736_87.286945_20170228075149_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.554051_87.287158_20170228051911_1.jpg', ' IMG_50_Shelter_9836062742_defaultMcs_23.554982_87.286994_20170228052323_1.jpg', ' SMS_50_Victim_9474649114_defaultMcs_23.552423_87.286939_20170228192836_1.txt', ' VID_50_Food_9474649114_defaultMcs_23.552920_87.288988_20170228163103_1.mp4', ' IMG_50_Shelter_9836062742_defaultMcs_23.552971_87.287830_20170228192242_1.jpg', ' SMS_50_Victim_9474649114_defaultMcs_23.553848_87.286156_20170228184337_1.txt', ' VID_50_Food_9474649114_defaultMcs_23.555101_87.286136_20170228184350_1.mp4', ' IMG_50_Shelter_9474649114_defaultMcs_23.552603_87.286704_20170228192455_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.553441_87.288108_20170228192826_1.mp4', ' SMS_50_Victim_9836062742_defaultMcs_23.553818_87.287724_20170228192319_1.txt', ' IMG_50_Food_9836062742_defaultMcs_23.554143_87.289387_20170228193012_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.552919_87.286589_20170228191747_1.mp4', ' VID_50_Victim_9836062742_defaultMcs_23.553375_87.287788_20170228191306_1.mp4', ' SMS_50_Health_9836062742_defaultMcs_23.553340_87.289644_20170228185109_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.554756_87.287308_20170228192948_1.jpg', ' IMG_50_Health_9836062742_defaultMcs_23.553354_87.288843_20170228185149_1.jpg', ' IMG_50_Victim_9836062742_defaultMcs_23.554003_87.288992_20170228191022_1.jpg', ' VID_50_Food_9836062742_defaultMcs_23.555726_87.289525_20170228190342_1.mp4', ' SMS_50_Victim_9474649114_defaultMcs_23.554880_87.288671_20170228192309_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.554968_87.287469_20170228191801_1.txt', ' VID_50_Health_9474649114_defaultMcs_23.553123_87.286486_20170228190648_1.mp4', ' SMS_50_Health_9836062742_defaultMcs_23.554661_87.289676_20170228185331_1.txt', ' IMG_50_Food_9836062742_defaultMcs_23.554902_87.286954_20170228185637_1.jpg', ' VID_50_Victim_9836062742_defaultMcs_23.552847_87.287630_20170228183923_1.mp4', ' VID_50_Health_9836062742_defaultMcs_23.552652_87.289245_20170228184054_1.mp4', ' VID_50_Food_9474649114_defaultMcs_23.553641_87.286996_20170228185607_1.mp4', ' VID_50_Shelter_9474649114_defaultMcs_23.553803_87.286942_20170228190431_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.553435_87.289826_20170228190413_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.553770_87.288785_20170228185431_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.553030_87.288679_20170228185723_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.552933_87.286325_20170228181826_1.mp4', ' SMS_50_Health_9474649114_defaultMcs_23.554544_87.287253_20170228190942_1.txt', ' SMS_50_Shelter_9474649114_defaultMcs_23.555105_87.289221_20170228190417_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553877_87.287416_20170228185401_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.554126_87.287376_20170228183806_1.jpg', ' SMS_50_Health_9836062742_defaultMcs_23.553477_87.289223_20170228182027_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.555308_87.287215_20170228183939_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.553497_87.289339_20170228183107_1.txt', ' SMS_50_Health_9836062742_defaultMcs_23.555554_87.289103_20170228182714_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.555390_87.289207_20170228182528_1.jpg', ' VID_50_Shelter_9836062742_defaultMcs_23.554347_87.286775_20170228182802_1.mp4', ' VID_50_Victim_9836062742_defaultMcs_23.555099_87.287665_20170228182406_1.mp4', ' SMS_50_Victim_9836062742_defaultMcs_23.554568_87.289662_20170228181323_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.553849_87.288567_20170228180456_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.553617_87.289244_20170228180638_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.555053_87.287398_20170228182157_1.jpg', ' SMS_50_Food_9836062742_defaultMcs_23.552940_87.287657_20170228175919_1.txt', ' SMS_50_Shelter_9836062742_defaultMcs_23.554043_87.287013_20170228182205_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.554327_87.289667_20170228180148_1.txt', ' IMG_50_Health_9836062742_defaultMcs_23.553365_87.289247_20170228175837_1.jpg', ' IMG_50_Health_9836062742_defaultMcs_23.555345_87.289125_20170228181809_1.jpg', ' SMS_50_Victim_9836062742_defaultMcs_23.555710_87.288750_20170228173403_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.553967_87.286479_20170228180112_1.jpg', ' IMG_50_Shelter_9836062742_defaultMcs_23.556005_87.287763_20170228174852_1.jpg', ' VID_50_Health_9836062742_defaultMcs_23.555550_87.289841_20170228173721_1.mp4', ' VID_50_Health_9836062742_defaultMcs_23.553031_87.289042_20170228174422_1.mp4', ' SMS_50_Health_9836062742_defaultMcs_23.554375_87.288588_20170228173719_1.txt', ' SMS_50_Victim_9836062742_defaultMcs_23.554311_87.288149_20170228172519_1.txt', ' IMG_50_Victim_9836062742_defaultMcs_23.554871_87.286359_20170228162155_1.jpg', ' VID_50_Health_9836062742_defaultMcs_23.553885_87.287244_20170228172301_1.mp4', ' IMG_50_Shelter_9474649114_defaultMcs_23.555063_87.287753_20170228185645_1.jpg', ' IMG_50_Shelter_9474649114_defaultMcs_23.554498_87.287987_20170228185616_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.555502_87.287083_20170228185837_1.mp4', ' IMG_50_Shelter_9474649114_defaultMcs_23.554296_87.288409_20170228190039_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.553833_87.286999_20170228184433_1.mp4', ' IMG_50_Health_9474649114_defaultMcs_23.555002_87.287237_20170228185911_1.jpg', ' VID_50_Food_9474649114_defaultMcs_23.555993_87.289290_20170228185426_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.555111_87.287277_20170228185311_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.553111_87.286226_20170228175227_1.txt', ' IMG_50_Health_9474649114_defaultMcs_23.553297_87.287760_20170228183515_1.jpg', ' IMG_50_Victim_9474649114_defaultMcs_23.554572_87.288138_20170228185230_1.jpg', ' VID_50_Food_9474649114_defaultMcs_23.553091_87.288733_20170228182953_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.553479_87.288616_20170228181519_1.txt', ' SMS_50_Shelter_9474649114_defaultMcs_23.554627_87.287896_20170228183042_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.554671_87.287243_20170228183524_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.554464_87.288959_20170228183501_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.554730_87.289545_20170228183653_1.mp4', ' IMG_50_Food_9474649114_defaultMcs_23.553532_87.288380_20170228181249_1.jpg', ' IMG_50_Food_9474649114_defaultMcs_23.552637_87.286229_20170228173503_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.555716_87.287114_20170228182308_1.mp4', ' VID_50_Victim_9474649114_defaultMcs_23.555151_87.287662_20170228182442_1.mp4', ' VID_50_Shelter_9474649114_defaultMcs_23.552619_87.289097_20170228181730_1.mp4', ' IMG_50_Food_9474649114_defaultMcs_23.554175_87.287869_20170228182133_1.jpg', ' IMG_50_Food_9474649114_defaultMcs_23.555497_87.287228_20170228181128_1.jpg', ' IMG_50_Victim_9474649114_defaultMcs_23.554502_87.289288_20170228182404_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.552607_87.288852_20170228175922_1.mp4', ' SMS_50_Food_9474649114_defaultMcs_23.555669_87.289390_20170228181102_1.txt', ' SMS_50_Shelter_9474649114_defaultMcs_23.553426_87.288260_20170228175814_1.txt', ' SMS_50_Food_9474649114_defaultMcs_23.552924_87.286830_20170228175106_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.553123_87.288685_20170228170753_1.jpg', ' IMG_50_Victim_9836062742_defaultMcs_23.555020_87.287087_20170228171431_1.jpg', ' VID_50_Health_9474649114_defaultMcs_23.553164_87.288153_20170228175710_1.mp4', ' VID_50_Victim_9836062742_defaultMcs_23.553792_87.288933_20170228170857_1.mp4', ' SMS_50_Health_9474649114_defaultMcs_23.552755_87.286346_20170228171308_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553105_87.288396_20170228175548_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.554086_87.287295_20170228180554_1.jpg', ' IMG_50_Victim_9474649114_defaultMcs_23.553883_87.288688_20170228175624_1.jpg', ' SMS_50_Health_9474649114_defaultMcs_23.555137_87.289025_20170228180354_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553792_87.287979_20170228175257_1.txt', ' VID_50_Victim_9474649114_defaultMcs_23.554862_87.288561_20170228180629_1.mp4', ' SMS_50_Health_9474649114_defaultMcs_23.556036_87.287911_20170228180044_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553549_87.287923_20170228174608_1.txt', ' IMG_50_Shelter_9474649114_defaultMcs_23.554587_87.287386_20170228175229_1.jpg', ' IMG_50_Health_9474649114_defaultMcs_23.552935_87.288893_20170228174645_1.jpg', ' SMS_50_Health_9474649114_defaultMcs_23.552961_87.286444_20170228173531_1.txt', ' SMS_50_Victim_9474649114_defaultMcs_23.553409_87.286572_20170228172904_1.txt', ' SMS_50_Health_9474649114_defaultMcs_23.553944_87.286974_20170228174827_1.txt', ' IMG_50_Food_9474649114_defaultMcs_23.554875_87.286743_20170228173819_1.jpg', ' VID_50_Shelter_9474649114_defaultMcs_23.553568_87.286184_20170228165146_1.mp4', ' SMS_50_Victim_9474649114_defaultMcs_23.554154_87.289349_20170228173724_1.txt', ' SMS_50_Health_9474649114_defaultMcs_23.553638_87.289315_20170228171933_1.txt', ' IMG_50_Food_9474649114_defaultMcs_23.554397_87.288328_20170228172930_1.jpg', ' IMG_50_Health_9474649114_defaultMcs_23.553997_87.288026_20170228173400_1.jpg', ' SMS_50_Food_9836062742_defaultMcs_23.555551_87.286980_20170228170922_1.txt', ' IMG_50_Shelter_9836062742_defaultMcs_23.555106_87.287253_20170228172316_1.jpg', ' IMG_50_Food_9836062742_defaultMcs_23.554404_87.289285_20170228171045_1.jpg', ' VID_50_Shelter_9836062742_defaultMcs_23.555431_87.288857_20170228171815_1.mp4']"
