2018.09.24.22.57.32, START_FILE_DOWNLOAD, 46ccc933d3a473495bcfc4434119a4b, pub_9433075181.bgp, 0, 313.0, 9433075181
2018.09.24.22.57.33, STOP_FILE_DOWNLOAD, 46ccc933d3a473495bcfc4434119a4b, pub_9433075181.bgp, 313, 313.0, 9433075181
2018.09.24.23.52.04, START_FILE_DOWNLOAD, ddff6aa4c92d77f71135b4233ff7493, 36c154ae91f2643d47ef57df6ccd5841_v9433075181_volunteer_50.bgp, 0, 841.0, 9433075181
2018.09.24.23.52.24, STOP_FILE_DOWNLOAD, fbf6f6f072f31facf458398118f2d58, MapDisarm_Log_9433075181_20180926171934.txt, 43182, 43182.0, 9433075181
2018.09.26.14.28.52, START_FILE_DOWNLOAD, 7c9ffdd44c2bdf31aa35b93bca9d5df9, 36c154ae91f2643d47ef57df6ccd5841_v9433075181_volunteer_50_32.diff, 0, 3463.0, 9433075181
2018.09.26.14.29.53, STOP_FILE_DOWNLOAD, e02a32d0105bcdea94821d5ea65e3447, MapDisarm_Log_9100000001_20180926195909.txt, 280947, 280947.0, 9433075181
